,PULocationID,DOLocationID,trip_distance,fare_amount,total_amount,duration,prediction
2394,166,159,2.94,13.0,13.8,16.833333333333332,11.259003474512589
42455,91,48,13.3,39.81,48.98,41.0,32.330986151095054
48362,37,21,8.83,27.21,30.26,53.0,22.013263480074045
69692,117,17,13.29,41.11,49.2,38.0,32.66327743733166
57336,258,192,6.01,27.75,30.8,20.0,21.43443041527648
23357,130,130,1.82,8.0,8.8,7.416666666666667,8.096082363071538
59856,39,131,13.29,51.55,54.6,27.0,38.206654290153566
57021,130,215,1.46,21.57,24.62,7.0,17.95329620460084
42954,26,26,0.26,11.95,15.0,3.0,11.951142578014204
75368,179,215,10.84,46.15,49.2,29.0,34.01852434960926
50474,74,238,3.36,19.64,22.69,20.0,16.95103800317178
51583,83,196,2.33,18.95,22.0,9.0,16.425996389571736
29304,65,17,2.13,10.5,11.3,13.683333333333334,9.991338555277581
8398,65,195,1.7,8.0,9.3,9.383333333333333,8.620871344316383
34577,74,166,2.08,11.5,12.3,15.2,10.701569839494606
17043,74,41,1.47,7.5,8.3,8.533333333333333,7.97452646180331
49959,166,75,1.7,15.45,18.5,12.0,13.642375571894831
57335,95,170,7.7,28.58,37.75,16.383333333333333,24.940411759040074
52702,17,65,2.32,20.93,23.98,17.0,17.970389885299294
39206,75,236,1.44,6.5,10.05,5.866666666666666,8.413637114570578
56,74,232,8.7,30.0,34.05,29.3,24.17559511770036
52353,168,50,7.5,32.24,35.29,22.0,24.74916209232707
28097,75,262,1.68,11.5,18.06,15.766666666666667,12.827191215714828
13876,212,238,7.89,24.5,42.71,23.75,24.978792958819014
7862,42,41,1.2,7.5,8.3,9.0,8.125069129706079
2155,41,74,1.32,7.0,7.8,7.083333333333333,7.818133294219396
65459,254,51,2.24,22.49,25.54,11.0,17.88125368304911
71878,243,74,4.98,26.7,32.5,23.0,21.72744304969222
29388,75,236,1.26,6.0,9.55,5.25,8.082153244779974
43150,228,55,8.78,29.15,32.2,39.0,22.42132410328876
10864,167,90,9.47,30.5,36.27,30.9,24.603072354513024
37474,244,244,0.77,8.0,8.8,10.783333333333333,7.628335976474237
66248,242,32,3.06,20.8,23.85,12.0,16.805860327390995
32730,7,112,3.76,15.5,21.19,17.95,15.395709546877837
2039,75,75,0.64,4.0,4.8,2.3666666666666667,5.669879429137974
45368,225,225,1.24,16.73,19.78,6.0,14.303619694163611
75453,213,136,8.12,23.09,26.14,20.0,18.523010154592924
25595,74,238,3.2,13.0,20.55,15.383333333333333,14.168138264193717
38728,116,152,0.46,4.5,5.3,5.25,5.8547874328526905
17370,80,25,4.17,16.0,16.8,18.066666666666666,13.571905331737561
30530,75,151,1.39,9.0,12.25,11.383333333333333,9.911997177576655
41318,215,56,6.62,36.62,39.67,20.0,27.43546988540497
6444,244,142,6.84,22.5,29.55,18.466666666666665,19.42893557222672
20179,244,43,6.38,21.0,30.69,19.166666666666668,19.324888568660953
37885,75,74,1.46,8.0,9.8,9.016666666666667,8.680976708103149
52612,200,242,8.04,27.43,30.48,30.0,21.525197367235627
20509,65,65,0.37,3.5,4.3,1.8166666666666667,5.379426614756595
26554,166,166,0.29,4.0,6.24,3.6666666666666665,5.814649694828509
29836,65,49,1.2,8.0,11.0,9.983333333333333,9.144778536816576
60879,142,75,3.3,18.43,24.23,27.0,16.720443578501865
7352,75,42,1.87,8.0,8.8,7.583333333333333,8.30190644902538
10396,82,95,1.89,8.5,9.3,8.7,8.632331726763223
40850,75,119,4.02,24.32,27.37,9.0,19.977465137638127
34597,75,141,2.4,11.5,19.26,14.116666666666667,13.186215091844332
71843,18,32,1.94,13.88,16.93,9.0,13.27191023512853
13115,75,74,1.49,8.0,11.0,9.216666666666667,9.112767068425764
19252,74,41,0.49,6.0,7.8,6.883333333333334,7.339901865107164
42153,62,262,12.52,36.71,39.76,37.0,28.33877186079541
9721,41,263,3.12,13.0,21.06,15.9,14.521929482356107
30202,74,87,9.13,25.5,35.46,15.033333333333333,23.231604348094535
1030,247,227,18.95,56.0,59.55,46.733333333333334,40.41596767571167
33423,97,89,4.0,15.0,21.0,17.566666666666666,14.738540382257467
29080,108,197,15.96,49.5,50.3,42.36666666666667,35.75303468083686
57348,18,174,1.02,15.45,18.5,9.0,14.398167451816416
40010,82,95,1.6,7.5,8.3,8.0,7.969363729400339
26842,41,42,0.58,4.0,5.8,2.9833333333333334,6.169810858847125
29269,146,164,3.64,14.0,18.55,14.366666666666667,13.368410503776639
7432,225,225,0.83,5.5,6.3,4.966666666666667,6.048871467783432
71069,152,243,2.96,9.21,11.39,7.0,9.359285478746159
44863,72,222,3.93,23.31,26.36,23.0,19.38391954996058
46512,116,42,0.9,13.93,16.98,7.0,12.850042191912205
41044,106,17,2.84,19.15,22.2,15.0,16.3427439690625
46615,227,188,3.84,29.45,32.5,21.0,22.7049176442367
29943,244,166,3.31,15.0,15.8,17.7,12.222204397495911
8590,74,75,1.28,8.0,10.56,9.35,8.959750451346505
676,42,166,2.26,10.0,10.8,10.183333333333334,9.85765725225619
68856,42,236,4.7,26.11,26.41,22.0,20.400262055964788
27665,95,28,1.9,9.5,10.3,9.216666666666667,9.193852421884559
9122,75,168,2.85,12.5,17.29,15.45,12.79673766712825
75520,3,185,0.77,13.62,16.67,3.0,13.26211629636627
34925,244,239,5.31,19.0,30.61,17.633333333333333,18.807684692577396
47634,75,95,10.94,30.09,39.26,23.0,25.99047004437155
61001,75,56,10.43,40.03,49.2,39.0,32.556931590534056
65889,18,254,5.13,29.45,32.5,15.0,23.72782762296692
52676,174,244,10.78,40.65,46.5,24.0,31.4206672385368
69816,159,236,6.01,26.4,29.45,37.0,21.03162009551675
14671,244,42,1.3,7.5,9.95,8.566666666666666,7.769087699086872
37111,74,137,5.59,18.5,28.67,14.666666666666666,18.6964650047883
62552,222,165,10.08,30.63,33.68,29.0,23.496889135657057
39315,7,223,1.54,8.0,10.56,8.75,9.36394664854578
24061,244,239,5.45,18.0,27.06,14.266666666666667,17.227160361247513
39618,42,159,0.96,5.5,6.3,4.0,6.870091761392747
44434,265,15,5.94,36.45,39.5,19.0,27.06289073246053
60393,90,225,7.02,30.39,33.44,39.0,23.99485352648132
28729,69,24,4.09,15.0,15.3,23.05,12.780171210260994
10878,42,42,0.9,5.5,6.3,5.6,6.799733458756119
11521,95,92,4.57,15.5,16.3,14.566666666666666,13.210143695008128
74806,155,222,4.03,23.79,26.84,18.0,19.311676867147234
54008,95,236,11.39,30.09,39.26,31.0,25.9811708824547
7203,75,163,3.36,13.5,21.31,15.6,14.543370764655533
33769,262,137,4.16,15.0,20.55,14.516666666666667,13.829252897301497
37873,33,107,5.96,20.5,30.06,19.85,19.97774915576315
27253,74,43,1.57,7.0,10.79,6.283333333333333,8.720122193768862
3406,244,263,7.5,24.5,35.06,21.083333333333332,22.09062234263859
23305,130,135,2.49,10.0,12.96,8.566666666666666,10.202247648317076
8558,74,75,1.4,8.5,11.16,10.45,9.327217081326202
26328,97,256,2.77,14.0,14.8,20.366666666666667,12.304910075116075
22693,243,159,6.54,27.5,32.05,38.31666666666667,21.859145983391166
32318,181,255,4.0,14.0,17.3,11.666666666666666,12.80869577825032
17605,43,140,2.3,13.5,20.46,19.166666666666668,14.374233595567468
66101,39,35,3.46,20.56,26.36,24.0,18.59306891421528
45161,108,127,26.56,61.22,70.39,37.0,46.49263678148284
38590,127,69,5.74,22.0,22.8,27.733333333333334,17.355065474563027
70399,250,136,6.28,19.57,22.62,25.0,16.015302010555313
30547,167,119,1.66,7.5,8.3,8.7,7.5839197055991905
28586,74,43,1.3,7.0,10.55,7.0,8.633765093909505
63516,56,226,4.79,12.79,14.53,14.0,12.015786808263083
70754,55,71,7.95,27.06,30.11,35.0,21.859209414684393
55620,25,74,11.08,41.91,44.96,37.0,31.847225391806013
14616,166,239,2.2,11.0,17.46,13.816666666666666,12.017788181810877
14859,97,71,3.97,19.0,25.8,28.1,17.667452679619444
54916,26,210,5.72,51.55,54.6,37.0,38.31534675959838
74610,71,35,3.3,21.37,24.42,24.0,17.99001294381632
21855,74,41,1.24,6.0,7.3,5.25,7.1599864069938075
10447,33,133,5.04,16.5,21.62,12.616666666666667,15.743886767991947
58713,47,167,0.61,14.55,17.6,6.0,13.660858926877195
43863,208,242,3.34,19.32,22.37,17.0,16.110900137324208
27305,41,152,0.8,5.0,7.3,3.55,7.078840849433401
36082,95,77,5.94,20.0,20.8,19.566666666666666,16.184479120234926
23784,65,49,1.42,8.0,11.0,9.35,9.144777726645605
67293,191,191,1.34,21.47,24.52,12.0,17.585597157016878
18493,74,75,1.38,6.5,7.3,6.65,7.332003794606316
59599,71,35,3.6,21.37,24.42,18.0,17.990011839037727
9020,265,130,16.84,48.5,49.3,33.85,34.311176510260076
4182,166,42,2.2,11.5,12.3,13.883333333333333,10.19419407806749
29437,74,262,2.36,12.5,19.05,16.133333333333333,13.491263950242264
23534,42,116,0.95,6.0,8.84,5.833333333333333,7.909761870429828
60614,29,123,2.49,37.06,40.11,20.0,28.642505739541704
9307,65,97,0.83,7.5,8.3,10.3,8.050544538904813
49369,23,208,34.6,81.7,112.25,57.0,68.21186658678137
23304,166,43,2.4,10.0,11.8,10.316666666666666,9.560166490811362
40176,74,141,3.2,11.0,19.4,11.133333333333333,13.08972029150396
1462,74,41,1.26,7.5,9.96,7.966666666666667,8.571837386422319
6337,43,41,1.2,6.0,8.5,5.383333333333334,7.737614271400064
44224,140,62,10.57,34.62,37.67,36.0,26.465957385442145
69684,89,65,4.36,25.4,28.45,21.0,20.59513532916067
9477,74,168,1.72,11.5,13.3,16.733333333333334,11.06259926736765
50382,213,213,2.06,21.53,24.58,6.0,17.535105056720752
50666,72,39,3.78,22.45,25.5,18.0,18.703718759021267
5238,244,116,1.41,8.0,10.0,8.7,7.983150662893875
16236,24,140,3.58,16.0,19.55,21.25,14.89403107597746
58241,17,17,0.28,14.89,17.94,2.0,13.937199207968032
73825,76,72,3.45,23.83,26.88,25.0,19.619644286995353
75336,26,76,8.07,30.4,33.45,43.0,24.212960817141152
37237,75,151,1.15,8.0,8.8,9.383333333333333,8.367456784866368
20966,74,166,1.72,9.5,13.5,11.716666666666667,10.527074290065803
76393,51,220,5.25,30.24,33.29,22.0,24.075880575067693
67573,91,39,3.89,22.45,25.5,21.0,18.614334235234573
32183,43,212,7.76,24.0,32.25,20.866666666666667,21.842860983500458
45589,62,133,3.12,13.89,17.31,24.0,13.265413019432259
580,194,74,2.55,9.5,11.91,10.466666666666667,9.335092932663557
33988,74,126,3.02,13.5,17.16,15.1,13.032550934460577
46754,194,226,3.65,31.02,34.07,14.0,23.923877363672233
2543,166,238,1.34,6.5,12.05,6.583333333333333,8.70638809299679
13384,95,121,2.75,12.0,13.8,14.716666666666667,11.26702335323346
46742,244,136,4.28,22.45,25.5,28.0,17.95288684765506
59885,47,48,10.42,28.18,34.95,24.0,23.96408038695185
50163,92,9,2.62,19.34,22.39,10.0,16.52976004462432
14272,244,213,8.36,31.5,35.05,31.166666666666668,24.178958887430923
57965,134,96,2.57,22.45,25.5,13.0,18.446325951800095
37542,97,37,3.9,21.0,27.25,30.8,18.775041035563664
11966,213,117,23.67,64.5,76.46,42.71666666666667,49.171120387497695
33725,174,197,19.58,58.0,64.92,45.96666666666667,43.279897604302015
75439,69,45,11.97,52.39,55.44,28.0,38.57070382542764
68229,72,155,2.16,23.79,26.84,12.0,19.661860441038343
8227,75,116,3.0,12.5,14.3,15.383333333333333,11.689588736731169
5364,97,17,2.49,10.5,14.76,13.1,11.085791413415938
64407,203,28,8.25,21.57,24.62,25.0,17.497394640106712
67307,181,89,4.12,25.95,29.0,27.0,20.541394404961217
35091,75,238,1.66,7.5,14.44,7.333333333333333,10.297616159531476
39157,95,102,1.9,9.5,11.3,11.566666666666666,9.59817807700319
45044,78,50,12.94,39.91,42.96,41.0,30.257513246984324
51840,25,29,8.78,38.51,41.56,37.0,29.56607806909002
32695,43,238,1.05,8.0,11.55,9.166666666666666,9.559836532163075
39550,244,41,2.84,13.0,15.07,16.35,11.27807688313616
4905,75,237,2.07,11.0,18.91,14.033333333333333,12.966435653932956
67760,167,225,14.68,34.83,50.12,51.0,30.98042986786205
70268,65,49,1.99,18.18,23.98,14.0,16.901311811012782
46635,210,108,3.28,17.85,20.9,22.0,15.04634542073115
63827,97,188,2.87,19.15,22.2,15.0,16.487915392612486
51982,16,98,2.38,27.06,30.11,9.0,22.058939173810273
10100,244,240,6.13,18.5,22.1,11.583333333333334,15.594597102500794
60994,51,244,11.22,33.14,38.94,32.0,27.002421225966373
58116,181,181,0.15,19.15,22.2,3.0,16.08854403174894
21854,92,57,1.59,7.0,8.3,6.866666666666666,7.747896170439808
20360,24,75,1.31,7.5,8.3,7.7,8.230194482706692
71363,16,92,2.82,27.06,30.11,9.0,22.05532942405334
51042,247,74,3.77,20.34,23.39,23.0,16.502626712107798
50024,91,76,4.63,39.95,43.0,22.0,30.238540284528213
49499,41,241,6.14,32.24,35.29,20.0,25.461488154142017
22828,75,141,0.97,4.5,9.66,3.9,7.609890880679255
11359,75,151,1.4,7.5,10.0,7.2,8.647674498527113
72575,225,49,2.19,16.73,19.78,13.0,14.197777732858286
66517,16,92,3.14,28.01,31.06,24.0,22.685148857672594
20668,97,97,0.53,4.5,5.3,5.283333333333333,5.911096774134797
32197,41,41,0.64,4.5,6.3,3.8833333333333333,6.50069381564667
42560,51,32,2.64,24.62,27.67,16.0,20.23694931789847
17795,97,181,2.68,11.5,15.96,13.316666666666666,11.919347061514884
50006,215,215,0.22,25.95,29.0,1.0,20.45722895659565
62346,136,263,9.22,29.67,38.84,17.0,25.526086929318886
76247,25,91,6.21,26.81,29.86,32.0,21.846633473123248
8541,244,166,2.8,10.0,10.8,7.35,8.907360949041891
4164,41,143,3.23,14.0,21.06,17.316666666666666,14.752910161952576
63830,139,117,9.23,40.75,43.8,32.0,30.56774163744155
75798,191,124,11.14,45.36,48.41,19.0,33.38360125950325
19863,42,159,1.3,6.0,9.49,4.2,8.169505347345833
20914,75,74,1.96,12.0,12.3,9.416666666666666,10.793113039567004
16921,74,166,1.64,9.0,12.25,11.366666666666667,9.925721007765368
2164,41,74,0.69,5.0,7.6,5.016666666666667,7.139883189824108
73294,137,41,8.0,28.23,31.28,22.0,22.231079351293623
66699,42,147,3.37,20.34,23.39,34.0,17.51093468954135
625,75,74,1.7,7.5,8.8,7.5,8.169578595455643
73240,72,39,1.34,15.43,18.48,11.0,14.049684906038852
52368,66,225,3.58,20.93,23.98,17.0,17.836085091925867
76352,113,50,3.29,20.24,21.89,20.0,16.54853676450332
30446,41,42,1.37,7.5,9.3,6.966666666666667,8.490199678201165
37328,24,43,0.89,6.0,6.8,5.85,7.216499074543478
4787,75,43,0.84,5.5,7.56,5.733333333333333,7.098468928052741
15330,179,207,2.94,17.5,21.05,24.583333333333332,15.199591577769327
32142,97,65,0.7,6.5,8.3,7.166666666666667,7.577616314178418
53474,17,170,8.28,22.14,31.31,28.0,21.037834171907747
65006,42,137,7.63,36.45,39.5,36.0,28.185337094893434
75978,80,119,12.88,48.13,57.3,36.0,37.94133521958838
10366,41,41,0.61,4.5,6.36,3.7666666666666666,6.522283449664554
25349,82,196,0.39,3.5,6.89,2.0,6.310176535375296
35113,244,263,6.76,20.0,30.06,13.05,18.927351577672393
59409,159,140,5.88,19.35,26.99,22.0,17.951557143951618
71969,121,219,8.15,36.45,39.5,17.0,27.862996525243744
37477,75,127,6.25,24.0,24.8,31.0,18.96051053101869
26866,75,262,0.92,8.0,14.43,10.466666666666667,10.460024984879542
56804,22,22,0.0,11.95,15.0,5.0,11.967555825079247
56561,260,7,1.49,16.83,19.88,10.0,14.074165355799396
27132,74,75,1.33,5.5,9.12,4.016666666666667,7.683742519801672
57834,42,80,11.62,33.97,43.14,24.0,28.709013290995586
74790,89,123,3.25,23.88,26.93,18.0,19.622305021906804
53840,225,106,5.3,24.37,30.09,23.0,20.25786096597094
48350,220,244,4.07,23.69,26.74,11.0,18.952821846662708
12021,183,183,0.33,3.0,3.8,1.5666666666666667,4.563779686489997
53283,226,147,9.25,33.83,43.0,29.0,27.790882504858054
14398,42,41,0.84,6.0,6.8,5.283333333333333,7.130616857467103
75361,42,76,17.77,45.72,53.49,44.0,35.99271619161458
29855,244,142,6.24,20.0,28.26,18.116666666666667,18.206903843218907
72583,232,166,7.88,33.76,36.81,30.0,25.525547493706235
74282,40,106,1.17,16.66,19.71,9.0,15.0559699344876
12574,43,238,1.46,7.0,13.19,6.05,9.84680499274451
25642,43,116,6.65,23.0,33.06,24.166666666666668,21.77344989534992
16911,244,48,7.19,28.0,37.26,22.4,23.81395089877642
38230,75,143,3.23,12.0,19.26,11.55,13.33898658158611
7733,24,75,1.6,8.0,11.6,7.683333333333334,9.569189045946253
74064,74,231,9.15,29.29,32.34,18.0,23.344458676922216
70135,51,236,12.69,40.32,49.49,34.0,32.970334434461414
7001,43,100,3.36,12.5,18.21,11.983333333333333,13.23742469018379
34673,197,117,11.35,41.0,42.8,45.5,30.010837572847507
8322,75,48,3.25,12.0,21.51,11.2,14.09146492494772
26211,75,236,1.25,6.5,10.05,5.816666666666666,8.41363781426369
2714,129,138,3.79,12.5,13.3,7.95,11.088951168798678
47667,131,63,9.01,45.36,48.41,25.0,33.62919209238268
25685,256,255,0.56,4.5,6.96,4.666666666666667,5.855416948815624
30131,130,112,11.05,31.0,32.3,31.4,23.513425182895723
59111,41,240,10.04,29.94,32.99,27.0,23.936043586892055
33654,74,235,4.32,13.5,14.8,7.5,12.248905905551414
34254,95,196,1.7,10.0,10.8,12.383333333333333,9.626365314681166
43031,166,147,4.66,31.69,34.74,29.0,24.452279845116742
66872,76,61,4.52,23.31,26.36,22.0,19.268281528726796
40285,136,155,31.16,85.5,86.3,48.016666666666666,59.46288418644022
51125,242,212,3.1,25.95,29.0,15.0,20.32839474891191
34940,95,95,1.02,8.0,9.8,10.466666666666667,8.599518235396292
50981,7,137,5.11,23.97,27.02,22.0,20.07614739539809
74386,61,61,0.92,16.73,19.78,5.0,14.976524745794743
10051,41,119,2.08,12.0,12.3,11.466666666666667,10.980124096470163
41776,39,35,5.15,23.31,26.36,22.0,19.42670779132913
53615,97,97,0.26,15.45,18.5,2.0,13.980216166391447
49797,69,169,1.29,15.45,18.5,7.0,14.155233890699948
36943,153,143,9.37,30.5,31.3,27.866666666666667,22.912474314907236
35699,10,243,18.3,55.5,62.42,48.78333333333333,42.421668057460565
14965,75,263,1.6,8.5,15.27,9.25,10.914449001668455
29595,166,246,5.76,19.0,24.55,15.4,16.998295971589542
35062,166,142,2.71,12.0,19.26,13.216666666666667,12.910284257327401
732,69,168,3.06,12.0,12.8,11.716666666666667,11.05777560951427
16733,75,238,1.81,9.0,12.36,8.983333333333333,10.003894300560717
22653,260,7,0.86,5.0,5.8,4.533333333333333,5.421636500400872
24877,95,95,1.31,8.0,8.8,9.15,8.239691775109922
39915,42,41,0.96,6.0,7.8,5.166666666666667,7.490441807889394
26235,244,170,8.16,28.0,36.55,26.383333333333333,23.631836596206846
66498,61,231,4.54,25.93,28.98,28.0,21.178057149127305
7200,74,161,3.68,14.0,21.06,17.65,14.608486792127563
7047,247,42,2.09,13.0,13.3,10.733333333333333,10.627676773654258
23827,130,95,3.91,18.5,23.16,24.683333333333334,16.425128445081093
39826,75,41,0.88,4.5,5.3,2.6666666666666665,5.980917011287905
46532,17,39,4.99,25.95,29.0,30.0,21.282849533188767
8350,97,177,4.5,17.5,18.8,21.133333333333333,14.75770109169998
6707,75,41,0.8,5.5,7.3,5.2,7.003711763544787
4444,42,265,8.5,25.5,26.3,16.283333333333335,20.193188920599418
42245,225,209,5.59,26.16,29.21,29.0,20.545780282359402
50746,188,17,3.31,16.24,20.17,18.0,14.344385564822991
24299,152,168,3.46,14.0,15.3,16.416666666666668,12.17315749736879
43678,220,168,5.28,32.24,35.29,13.0,24.57549992658023
1962,166,200,7.9,22.5,33.93,13.25,21.40679080084729
65890,61,97,1.38,19.48,19.78,9.0,15.831816928990792
33040,166,116,1.57,7.0,10.14,6.05,8.0973272850285
12277,74,236,2.48,9.5,16.0,9.183333333333334,11.46872981530259
59346,169,42,4.43,24.81,27.86,22.0,19.813797976080288
2205,97,61,3.25,13.5,17.16,15.633333333333333,12.885260190899778
72675,17,33,3.73,20.93,23.98,24.0,17.95114133595993
58676,215,192,5.98,39.95,43.0,15.0,29.724943496506505
73156,212,250,0.91,17.6,20.65,8.0,14.956595423707869
31489,43,74,1.03,5.5,7.56,4.7,7.267651903939121
38734,244,75,5.33,17.5,18.3,16.216666666666665,13.824896325814798
58669,134,205,4.35,32.81,35.86,10.0,25.38022659782164
22611,74,75,0.42,3.5,4.3,1.9166666666666667,5.3431001339512445
72294,242,78,3.16,23.43,26.48,16.0,18.577130926426236
69185,85,37,5.77,27.31,30.36,38.0,21.86338082338421
41411,51,116,10.21,38.29,41.34,20.0,29.350222375325032
15633,26,72,5.24,22.5,23.3,29.433333333333334,18.163503070532357
54071,241,18,0.87,23.88,26.93,5.0,18.844098572111655
57388,216,121,3.75,19.05,22.1,15.0,15.821497618222084
60217,66,255,3.53,11.77,16.44,16.0,12.364246420421006
56267,167,235,2.25,18.52,21.57,12.0,15.769200934085799
67691,17,225,1.91,16.73,19.78,12.0,15.282138105237951
53749,168,182,5.5,29.45,32.5,18.0,22.97886461241722
58588,232,211,1.95,14.15,17.2,17.0,12.551806931271445
31825,97,66,1.62,10.5,11.3,14.15,9.870265150021599
13651,65,97,0.8,7.5,8.8,9.283333333333333,8.230457345549539
29316,97,49,1.22,6.5,9.12,7.166666666666667,7.863049542502529
44923,72,76,3.15,18.95,22.0,15.0,16.405579481844427
18977,14,265,22.9,64.0,77.8,45.8,50.52689897061484
28571,7,145,2.71,13.0,19.8,18.083333333333332,14.157541647587005
64875,74,77,16.63,40.4,49.57,38.0,32.819540192862334
51870,243,263,6.69,32.1,35.15,21.0,24.43160595281256
62761,174,25,19.12,50.71,59.88,40.0,39.15302890166679
15678,74,141,2.63,11.0,14.55,15.166666666666666,11.344569237764706
67405,89,225,3.89,21.37,24.42,23.0,18.019588511158688
24432,213,23,33.93,91.5,105.04,54.916666666666664,67.58324412664135
52039,166,56,11.35,31.02,40.19,38.0,26.15547403974768
57009,42,4,9.8,31.81,34.86,18.0,25.02917243856521
66550,250,69,4.53,21.26,24.31,36.0,17.095435397012956
48881,130,75,15.87,35.07,44.24,40.0,29.021267234894466
50200,82,70,2.26,25.95,29.0,19.0,20.995713814147322
26932,108,106,10.05,36.5,38.3,38.61666666666667,27.439560692079716
14255,196,148,8.79,27.5,31.05,22.516666666666666,21.71380548439346
8046,35,215,12.65,41.0,45.55,42.81666666666667,31.821402617446495
55191,20,250,4.26,23.09,26.14,11.0,19.499533297207975
26484,55,227,0.0,24.2,25.0,19.833333333333332,19.247351396553697
46982,177,68,13.43,24.27,33.44,39.0,21.635892747598888
20113,244,127,3.21,11.5,12.3,8.45,9.87836019595365
75993,216,10,1.45,15.45,18.5,5.0,13.368067058878072
705,243,134,15.97,54.0,63.67,46.766666666666666,41.25506362356498
18162,75,263,1.8,9.0,15.65,10.383333333333333,11.202753750727107
75503,81,32,2.21,20.07,23.12,11.0,17.079308835226907
51504,68,55,16.23,40.76,49.93,35.0,33.073207285359466
21074,95,95,1.58,6.7,8.4,4.016666666666667,7.701673848999355
11768,97,181,1.16,7.5,9.96,8.683333333333334,8.547825613130206
66203,129,70,2.77,15.89,18.94,10.0,14.105135055846524
71018,37,14,15.64,31.09,34.14,42.0,24.581348890706657
53932,42,127,3.92,12.05,12.35,10.0,11.013372185680472
70590,215,130,1.53,21.57,24.62,8.0,17.50230445960138
21703,132,169,21.36,58.0,67.67,38.65,44.4501588875328
5106,41,74,0.68,5.5,8.76,5.983333333333333,7.7088525182480865
19374,226,82,2.7,14.0,15.8,19.616666666666667,11.953228850488514
54785,127,166,5.62,27.69,30.74,16.0,21.995298456413074
7006,75,262,1.7,9.0,15.65,9.616666666666667,11.20215276408414
65576,61,4,6.76,28.26,31.31,20.0,22.58625933308366
38691,95,237,10.3,32.0,38.55,26.016666666666666,26.305304638224385
64171,213,242,4.45,22.79,25.84,12.0,18.38787656978796
47027,213,242,4.58,22.79,25.84,14.0,18.38787609105057
36249,244,116,1.02,6.5,8.3,6.716666666666667,6.916733422666014
20952,41,132,22.58,64.0,67.55,48.88333333333333,46.63169013849057
35323,41,238,1.55,9.0,15.05,10.4,11.131776091615391
25743,75,164,3.72,13.5,17.55,12.65,13.191027318648894
4290,145,145,0.0,4.5,5.3,4.566666666666666,5.714151250827206
